ID,Name,Organizational Group,XWP Code,Initiator,Work Plan,Related to,Sequence,ECC / RC,Destructive,Phase,Gate,Remark,Duration,Duration factor,Duration calculated,Duration Total,Costs,Total Costs,Validity Status,Manager,Performed by,Note,App. No.
SFIE-216,Functional team lead/participation,SYS-000-System Engineering,S091360126032104,SYS-000_System Function Integration,BB-010_New gear set (gears/FD/ratio),,week,ECC-020-SystemEngineering,,SD4,G4,"Sample size:
0 if done in previous phase",10,1,142.8571429,err,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-301,Testsupport and Evaluation DF6 Full throttle acceleration ,SYS-000-System Engineering,M0917,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-301,Testsupport and Evaluation DF6 Full throttle acceleration ,SYS-000-System Engineering,R0917501xxxxx608,,,[DF6],,ECC-020-SystemEngineering,,SD3,G3,,1,1,1,1,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-301,Testsupport and Evaluation DF6 Full throttle acceleration ,SYS-000-System Engineering,R0917601xxxxx608,,,[DF6],,ECC-020-SystemEngineering,,SD4,G4,,1,1,1,1,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-303,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,SYS-000-System Engineering,M2457,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-303,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,SYS-000-System Engineering,R2457501xxxxx608,,,[FF4],,ECC-020-SystemEngineering,,SD3,G3,,10,1,10,10,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-303,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,SYS-000-System Engineering,R2457601xxxxx608,,,[FF4],,ECC-020-SystemEngineering,,SD4,G4,,10,1,10,0,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-304,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",SYS-000-System Engineering,M2458,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-304,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",SYS-000-System Engineering,R2458501xxxxx608,,,[FF4s],,ECC-020-SystemEngineering,,SD3,G3,,10,1,10,10,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-304,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",SYS-000-System Engineering,R2458601xxxxx608,,,[FF4s],,ECC-020-SystemEngineering,,SD4,G4,,10,1,10,30,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-305,Testsupport and Evaluation GCUP Getrag Cup,SYS-000-System Engineering,M2459,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-305,Testsupport and Evaluation GCUP Getrag Cup,SYS-000-System Engineering,R2459501xxxxx608,,,[GCUP],,ECC-020-SystemEngineering,,SD3,G3,,20,1,20,20,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-305,Testsupport and Evaluation GCUP Getrag Cup,SYS-000-System Engineering,R2459601xxxxx608,,,[GCUP],,ECC-020-SystemEngineering,,SD4,G4,,20,1,20,20,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-332,Testsupport and Evaluation DP4 Shift durability test,SYS-000-System Engineering,M2833,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-332,Testsupport and Evaluation DP4 Shift durability test,SYS-000-System Engineering,R2833501xxxxx608,,,[DP4],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-332,Testsupport and Evaluation DP4 Shift durability test,SYS-000-System Engineering,R2833601xxxxx608,,,[DP4],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-333,Testsupport and Evaluation DP10 Durability of the Differential,SYS-000-System Engineering,M2834,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-333,Testsupport and Evaluation DP10 Durability of the Differential,SYS-000-System Engineering,R2834501xxxxx608,,,[DP10],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-333,Testsupport and Evaluation DP10 Durability of the Differential,SYS-000-System Engineering,R2834601xxxxx608,,,[DP10],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-334,Testsupport and Evaluation DP11 Differential Seizure Test,SYS-000-System Engineering,M2835,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-334,Testsupport and Evaluation DP11 Differential Seizure Test,SYS-000-System Engineering,R2835501xxxxx608,,,[DP11],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-334,Testsupport and Evaluation DP11 Differential Seizure Test,SYS-000-System Engineering,R2835601xxxxx608,,,[DP11],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-335,Testsupport and Evaluation DF10 Differential test ,SYS-000-System Engineering,M2836,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-335,Testsupport and Evaluation DF10 Differential test ,SYS-000-System Engineering,R2836501xxxxx608,,,[DF10],,ECC-020-SystemEngineering,,SD3,G3,,10,1,10,10,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-335,Testsupport and Evaluation DF10 Differential test ,SYS-000-System Engineering,R2836601xxxxx608,,,[DF10],,ECC-020-SystemEngineering,,SD4,G4,,10,1,10,10,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-337,Testsupport and Evaluation LSD1 LSD Testpattern 1 - ë high & ë low,SYS-000-System Engineering,M2838,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-337,Testsupport and Evaluation LSD1 LSD Testpattern 1 - ë high & ë low,SYS-000-System Engineering,R2838501xxxxx608,,,[LSD1],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-337,Testsupport and Evaluation LSD1 LSD Testpattern 1 - ë high & ë low,SYS-000-System Engineering,R2838601xxxxx608,,,[LSD1],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-338,Testsupport and Evaluation LSD2 LSD Testpattern 2 - race track,SYS-000-System Engineering,M2839,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-338,Testsupport and Evaluation LSD2 LSD Testpattern 2 - race track,SYS-000-System Engineering,R2839501xxxxx608,,,[LSD2],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-338,Testsupport and Evaluation LSD2 LSD Testpattern 2 - race track,SYS-000-System Engineering,R2839601xxxxx608,,,[LSD2],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-339,Testsupport and Evaluation LSD3 LSD Testpattern 3 - ë split / jump / changing,SYS-000-System Engineering,M2840,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-339,Testsupport and Evaluation LSD3 LSD Testpattern 3 - ë split / jump / changing,SYS-000-System Engineering,R2840501xxxxx608,,,[LSD3],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-339,Testsupport and Evaluation LSD3 LSD Testpattern 3 - ë split / jump / changing,SYS-000-System Engineering,R2840601xxxxx608,,,[LSD3],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-340,Testsupport and Evaluation LSD4 LSD Testpattern 4 - emergency wheel & race start,SYS-000-System Engineering,M2841,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-340,Testsupport and Evaluation LSD4 LSD Testpattern 4 - emergency wheel & race start,SYS-000-System Engineering,R2841501xxxxx608,,,[LSD4],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-340,Testsupport and Evaluation LSD4 LSD Testpattern 4 - emergency wheel & race start,SYS-000-System Engineering,R2841601xxxxx608,,,[LSD4],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-342,Testsupport and Evaluation Diff_not_Rad Emergency Wheel Test,SYS-000-System Engineering,M2843,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-342,Testsupport and Evaluation Diff_not_Rad Emergency Wheel Test,SYS-000-System Engineering,R2843501xxxxx608,,,[Diff_not_Rad],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-342,Testsupport and Evaluation Diff_not_Rad Emergency Wheel Test,SYS-000-System Engineering,R2843601xxxxx608,,,[Diff_not_Rad],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-343,Testsupport and Evaluation FP2 Efficiency test,SYS-000-System Engineering,M2844,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-343,Testsupport and Evaluation FP2 Efficiency test,SYS-000-System Engineering,R2844501xxxxx608,,,[FP2],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-343,Testsupport and Evaluation FP2 Efficiency test,SYS-000-System Engineering,R2844601xxxxx608,,,[FP2],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,0,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-344,Testsupport and Evaluation SC_v Special Cases,SYS-000-System Engineering,M2845,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-344,Testsupport and Evaluation SC_v Special Cases,SYS-000-System Engineering,R2845501xxxxx608,,,[SC_v],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-344,Testsupport and Evaluation SC_v Special Cases,SYS-000-System Engineering,R2845601xxxxx608,,,[SC_v],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-345,Testsupport and Evaluation SC_r Special Cases on roller dyno,SYS-000-System Engineering,M2846,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-345,Testsupport and Evaluation SC_r Special Cases on roller dyno,SYS-000-System Engineering,R2846501xxxxx608,,,[SC_r],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-345,Testsupport and Evaluation SC_r Special Cases on roller dyno,SYS-000-System Engineering,R2846601xxxxx608,,,[SC_r],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-346,Testsupport and Evaluation SF1 Transmission cooling on roller dyno,SYS-000-System Engineering,M2847,,,,,,,,,,,,,,,,,,MAGNA,,
SFIE-346,Testsupport and Evaluation SF1 Transmission cooling on roller dyno,SYS-000-System Engineering,R2847501xxxxx608,,,[SF1],,ECC-020-SystemEngineering,,SD3,G3,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SFIE-346,Testsupport and Evaluation SF1 Transmission cooling on roller dyno,SYS-000-System Engineering,R2847601xxxxx608,,,[SF1],,ECC-020-SystemEngineering,,SD4,G4,,2,1,2,2,,,,T. Hollnaeck_100,MAGNA,,1
SHFT-001,ED&T Evaluation & Plausibility (incl. DVP),BB-030-ShiftingSystem,M0575,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-001,ED&T Evaluation & Plausibility (incl. DVP),BB-030-ShiftingSystem,S057550109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",4,1,4,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-001,ED&T Evaluation & Plausibility (incl. DVP),BB-030-ShiftingSystem,S057560109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",4,1,4,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-011,Requirement Engineering (BOR / SSRS/SSDS),BB-030-ShiftingSystem,M0585,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-011,Requirement Engineering (BOR / SSRS/SSDS),BB-030-ShiftingSystem,S058550109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",90,1,90,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-011,Requirement Engineering (BOR / SSRS/SSDS),BB-030-ShiftingSystem,S058560109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",90,1,90,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-204,Actuation Drive: Dimensioning and Calculation,BB-030-ShiftingSystem,M0594,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-204,Actuation Drive: Dimensioning and Calculation,BB-030-ShiftingSystem,S059450109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",7,1,7,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-204,Actuation Drive: Dimensioning and Calculation,BB-030-ShiftingSystem,S059460109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",7,1,7,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-304,Actuator: Dimensioning and Calculation,BB-030-ShiftingSystem,M0600,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-304,Actuator: Dimensioning and Calculation,BB-030-ShiftingSystem,S060050109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",14,1,14,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-304,Actuator: Dimensioning and Calculation,BB-030-ShiftingSystem,S060060109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",14,1,14,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-404,Forks/Linkages: Dimensioning and Calculation,BB-030-ShiftingSystem,M0606,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-404,Forks/Linkages: Dimensioning and Calculation,BB-030-ShiftingSystem,S060650109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD3,G3,"sample size:
0 if done in previous phase",105,1,105,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-404,Forks/Linkages: Dimensioning and Calculation,BB-030-ShiftingSystem,S060660109032604,BB-030_Shifting System Design,BB-010_New gear set (gears/FD/ratio),,,ECC-010-MechanicalEngineering,,SD4,G4,"sample size:
0 if done in previous phase",105,1,105,err,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-603,Testsupport and Evaluation DP4 Shift durability test,BB-030-ShiftingSystem,M0615,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-603,Testsupport and Evaluation DP4 Shift durability test,BB-030-ShiftingSystem,R0615501xxxxx608,,,[DP4],,ECC-010-MechanicalEngineering,,SD3,G3,,4,1,4,4,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-603,Testsupport and Evaluation DP4 Shift durability test,BB-030-ShiftingSystem,R0615601xxxxx608,,,[DP4],,ECC-010-MechanicalEngineering,,SD4,G4,,4,1,4,4,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-604,Testsupport and Evaluation DP101 Park lock system durability ,BB-030-ShiftingSystem,M0616,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-604,Testsupport and Evaluation DP101 Park lock system durability ,BB-030-ShiftingSystem,R0616501xxxxx608,,,[DP101],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-604,Testsupport and Evaluation DP101 Park lock system durability ,BB-030-ShiftingSystem,R0616601xxxxx608,,,[DP101],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-605,Testsupport and Evaluation FP4 Lubrication test ,BB-030-ShiftingSystem,M0617,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-605,Testsupport and Evaluation FP4 Lubrication test ,BB-030-ShiftingSystem,R0617501xxxxx608,,,[FP4],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-605,Testsupport and Evaluation FP4 Lubrication test ,BB-030-ShiftingSystem,R0617601xxxxx608,,,[FP4],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-606,Testsupport and Evaluation FP5_a Cold shiftability (engage test) ,BB-030-ShiftingSystem,M0618,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-606,Testsupport and Evaluation FP5_a Cold shiftability (engage test) ,BB-030-ShiftingSystem,R0618501xxxxx608,,,[FP5_a],,ECC-010-MechanicalEngineering,,SD3,G3,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-606,Testsupport and Evaluation FP5_a Cold shiftability (engage test) ,BB-030-ShiftingSystem,R0618601xxxxx608,,,[FP5_a],,ECC-010-MechanicalEngineering,,SD4,G4,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-607,Testsupport and Evaluation FP5_b Cold shiftability (engage test) ,BB-030-ShiftingSystem,M0619,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-607,Testsupport and Evaluation FP5_b Cold shiftability (engage test) ,BB-030-ShiftingSystem,R0619501xxxxx608,,,[FP5_b],,ECC-010-MechanicalEngineering,,SD3,G3,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-607,Testsupport and Evaluation FP5_b Cold shiftability (engage test) ,BB-030-ShiftingSystem,R0619601xxxxx608,,,[FP5_b],,ECC-010-MechanicalEngineering,,SD4,G4,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-609,Testsupport and Evaluation FF101 Park lock system - Drop in speed on level road ,BB-030-ShiftingSystem,M0621,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-609,Testsupport and Evaluation FF101 Park lock system - Drop in speed on level road ,BB-030-ShiftingSystem,R0621501xxxxx608,,,[FF101],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-609,Testsupport and Evaluation FF101 Park lock system - Drop in speed on level road ,BB-030-ShiftingSystem,R0621601xxxxx608,,,[FF101],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-611,Testsupport and Evaluation FF103 Park lock system - Engage park lock at maximum load ,BB-030-ShiftingSystem,M0623,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-611,Testsupport and Evaluation FF103 Park lock system - Engage park lock at maximum load ,BB-030-ShiftingSystem,R0623501xxxxx608,,,[FF103],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-611,Testsupport and Evaluation FF103 Park lock system - Engage park lock at maximum load ,BB-030-ShiftingSystem,R0623601xxxxx608,,,[FF103],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-613,"Testsupport and Evaluation FF105 Park lock system ? Reliable engagement and function at 32% (17,7?) grade",BB-030-ShiftingSystem,M0625,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-613,"Testsupport and Evaluation FF105 Park lock system ? Reliable engagement and function at 32% (17,7?) grade",BB-030-ShiftingSystem,R0625501xxxxx608,,,[FF105],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-613,"Testsupport and Evaluation FF105 Park lock system ? Reliable engagement and function at 32% (17,7?) grade",BB-030-ShiftingSystem,R0625601xxxxx608,,,[FF105],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-615,Testsupport and Evaluation FF107 Park lock system - Reliable function at 10% grade according to FMVSS 114 (Federal Motor Vehicle Safety Standard - rollway) ,BB-030-ShiftingSystem,M0627,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-615,Testsupport and Evaluation FF107 Park lock system - Reliable function at 10% grade according to FMVSS 114 (Federal Motor Vehicle Safety Standard - rollway) ,BB-030-ShiftingSystem,R0627501xxxxx608,,,[FF107],,ECC-010-MechanicalEngineering,,SD3,G3,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-615,Testsupport and Evaluation FF107 Park lock system - Reliable function at 10% grade according to FMVSS 114 (Federal Motor Vehicle Safety Standard - rollway) ,BB-030-ShiftingSystem,R0627601xxxxx608,,,[FF107],,ECC-010-MechanicalEngineering,,SD4,G4,,2,1,2,2,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-642,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,BB-030-ShiftingSystem,M0654,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-642,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,BB-030-ShiftingSystem,R0654501xxxxx608,,,[FF4],,ECC-010-MechanicalEngineering,,SD3,G3,,1,1,1,1,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-642,Testsupport and Evaluation FF4 Driveability / Shift Rating Evaluation / Shift Noise,BB-030-ShiftingSystem,R0654601xxxxx608,,,[FF4],,ECC-010-MechanicalEngineering,,SD4,G4,,1,1,1,0,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-643,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",BB-030-ShiftingSystem,M0655,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-643,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",BB-030-ShiftingSystem,R0655501xxxxx608,,,[FF4s],,ECC-010-MechanicalEngineering,,SD3,G3,,1,1,1,1,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-643,"Testsupport and Evaluation FF4s FF4 short (AP, post sys test, fleet, comparison)",BB-030-ShiftingSystem,R0655601xxxxx608,,,[FF4s],,ECC-010-MechanicalEngineering,,SD4,G4,,1,1,1,3,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-644,Testsupport and Evaluation GCUP Getrag Cup,BB-030-ShiftingSystem,M0656,,,,,,,,,,,,,,,,,,MAGNA,,
SHFT-644,Testsupport and Evaluation GCUP Getrag Cup,BB-030-ShiftingSystem,R0656501xxxxx608,,,[GCUP],,ECC-010-MechanicalEngineering,,SD3,G3,,4,1,4,4,,,,R. Schaarschmidt_100,MAGNA,,1
SHFT-644,Testsupport and Evaluation GCUP Getrag Cup,BB-030-ShiftingSystem,R0656601xxxxx608,,,[GCUP],,ECC-010-MechanicalEngineering,,SD4,G4,,4,1,4,4,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-001b,Testing execution - DP4 Shift durability test (HDT),BB-030-ShiftingSystem,M0842,,,,,,,,,,,,,,,,,,MAGNA,,
SHFTV-001b,Testing execution - DP4 Shift durability test (HDT),BB-030-ShiftingSystem,R0842501xxxxx608,,,[DP4],,ECC-030-TestingEngineering,,SD3,G3,,143,1,143,143,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-001b,Testing execution - DP4 Shift durability test (HDT),BB-030-ShiftingSystem,R0842601xxxxx608,,,[DP4],,ECC-030-TestingEngineering,,SD4,G4,,143,1,143,143,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-008b,Testing execution - FP5_a Cold shiftability (engage test) (HDT),BB-030-ShiftingSystem,M0850,,,,,,,,,,,,,,,,,,MAGNA,,
SHFTV-008b,Testing execution - FP5_a Cold shiftability (engage test) (HDT),BB-030-ShiftingSystem,R0850501xxxxx608,,,[FP5_a],,ECC-030-TestingEngineering,,SD3,G3,,57,1,57,114,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-008b,Testing execution - FP5_a Cold shiftability (engage test) (HDT),BB-030-ShiftingSystem,R0850601xxxxx608,,,[FP5_a],,ECC-030-TestingEngineering,,SD4,G4,,57,1,57,114,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-009b,Testing execution - FP5_b Cold shiftability (engage test) (HDT),BB-030-ShiftingSystem,M0852,,,,,,,,,,,,,,,,,,MAGNA,,
SHFTV-009b,Testing execution - FP5_b Cold shiftability (engage test) (HDT),BB-030-ShiftingSystem,R0852501xxxxx608,,,[FP5_b],,ECC-030-TestingEngineering,,SD3,G3,,57,1,57,114,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-009b,Testing execution - FP5_b Cold shiftability (engage test) (HDT),BB-030-ShiftingSystem,R0852601xxxxx608,,,[FP5_b],,ECC-030-TestingEngineering,,SD4,G4,,57,1,57,114,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-029,Testing execution - GRI_L_a Grind noise rig measurement (laboratory),BB-030-ShiftingSystem,M0870,,,,,,,,,,,,,,,,,,MAGNA,,
SHFTV-029,Testing execution - GRI_L_a Grind noise rig measurement (laboratory),BB-030-ShiftingSystem,R0870501xxxxx608,,,[GRI_L_a],,ECC-030-TestingEngineering,,SD3,G3,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-029,Testing execution - GRI_L_a Grind noise rig measurement (laboratory),BB-030-ShiftingSystem,R0870601xxxxx608,,,[GRI_L_a],,ECC-030-TestingEngineering,,SD4,G4,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-030,Testing execution - GRI_L_b Grind noise rig measurement (laboratory),BB-030-ShiftingSystem,M0871,,,,,,,,,,,,,,,,,,MAGNA,,
SHFTV-030,Testing execution - GRI_L_b Grind noise rig measurement (laboratory),BB-030-ShiftingSystem,R0871501xxxxx608,,,[GRI_L_b],,ECC-030-TestingEngineering,,SD3,G3,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-030,Testing execution - GRI_L_b Grind noise rig measurement (laboratory),BB-030-ShiftingSystem,R0871601xxxxx608,,,[GRI_L_b],,ECC-030-TestingEngineering,,SD4,G4,,8,1,8,16,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-107,Basic Project Support (Meetings / Project communication),BB-030-ShiftingSystem,M2455,,,,,,,,,,,,,,,,,,MAGNA,,
SHFTV-107,Basic Project Support (Meetings / Project communication),BB-030-ShiftingSystem,S245550110032104,BB-030_Shifting System Verification,BB-010_New gear set (gears/FD/ratio),,week,ECC-030-TestingEngineering,,SD3,G3,,5,1,101.4285714,10.14285714,,,,R. Schaarschmidt_100,MAGNA,,1
SHFTV-107,Basic Project Support (Meetings / Project communication),BB-030-ShiftingSystem,S245560110032104,BB-030_Shifting System Verification,BB-010_New gear set (gears/FD/ratio),,week,ECC-030-TestingEngineering,,SD4,G4,,5,1,71.42857143,7.142857143,,,,R. Schaarschmidt_100,MAGNA,,1
SYN-001,Project Support,BB-020-Synchro,M0294,,,,,,,,,,,,,,,,,,MAGNA,,
